,clause_text,clause_type,totalwords,totalletters
3593,"Section 11.1. Trust Indenture Act Controls................................................................. 74 Section 11.2. Notices...................................................................................... 74 Section 11.3. Communication by Holders with Other Holders.................................................. 76 Section 11.4. Certificate and Opinion as to Conditions Precedent........................................... 76 Section 11.5. Statements Required in Certificate or Opinion................................................ 76 Section 11.6. Rules by Trustee and Agents.................................................................. 76 Section 11.7. No Recourse Against Others................................................................... 77 Section 11.8. Governing Law................................................................................ 77 Section 11.9. No Adverse Interpretation of Other Agreements................................................ 77 Section 11.10. Successors................................................................................... 77 Section 11.11. Severability................................................................................. 77 Section 11.12. Counterpart Originals........................................................................ 77 Section 11.13. Variable Provisions.......................................................................... 77 Section 11.14. Provisions of Indenture for the Sole Benefit of Parties and Holders. ........................ 78 Section 11.15. Table of Contents, Headings, etc............................................................. 78 Section 11.16. No Personal Liability of Directors, Officers, Employees, Incorporator and Stockholders. ..... 78 SIGNATURES....................................................................................................... 69 EXHIBIT A FORM OF NOTE EXHIBIT B FORM OF EXCHANGE NOTE EXHIBIT C FORM OF LEGEND FOR GLOBAL NOTES EXHIBIT D FORM OF TRANSFER CERTIFICATE FOR INSTITUTIONAL ACCREDITED INVESTORS EXHIBIT E FORM OF CERTIFICATE FOR REGULATION S TRANSFERS EXHIBIT F FORM OF SUBSIDIARY GUARANTEE INDENTURE, dated as of March 10, 2004 among Trinity Industries, Inc., a Delaware corporation (the ""Company""), the Guarantors from time to time party hereto and Wells Fargo Bank, National Association, a national banking corporation, as trustee, (the ""Trustee""). Each party agrees as follows for the benefit of the other party and ...",Miscellaneous,221.0,2503.0
3594,28 10.1. Press Releases . . . . . . . . . . . . . . . . . . . . . . . . . 28 10.2. Taking Prior to Closing. . . . . . . . . . . . . . . . . . . . . 28 10.3. Agreement Not to be Recorded . . . . . . . . . . . . . . . . . . 28 10.4.,Miscellaneous,82.0,230.0
3595,"15.1 Any amendments, modifications or supplements to this Agreement shall be in writing and come into effect upon being executed and sealed by the Parties hereto.",Miscellaneous,26.0,162.0
3596,"(a) Any notice required or permitted to be given under this Agreement shall be in writing and may be delivered personally or by fax, or by prepaid registered post addressed to the parties at such address of which notice may be given by either of such parties. Any notice shall be deemed to have been received, if personally delivered or by fax, on the date of delivery, and, if mailed as aforesaid, then on the fifth business day after and excluding the day of mailing.",Miscellaneous,85.0,469.0
3597,"(a) All rights, remedies and powers of Buyer hereunder and in connection herewith are irrevocable and cumulative, and not alternative or exclusive, and shall be in addition to all other rights, remedies and powers of Buyer whether under law, equity or agreement. In addition to the rights and remedies granted to it in this Agreement, to the extent this Agreement is determined to create a security interest, Buyer shall have all rights and remedies of a secured party under the UCC.",Miscellaneous,81.0,483.0
3598,This Agreement shall be subject to the laws of the Commonwealth of Massachusetts and shall be interpreted and construed to further and promote the operation of the Fund as a closed-end management investment company.,Miscellaneous,34.0,215.0
3599,A. This Amendment sets forth the entire agreement between the parties with respect to the matters set forth herein. There have been no additional oral or written representations or agreements.,Miscellaneous,30.0,192.0
3600,"No waiver by either party of any term or condition of this Agreement, whether by conduct or otherwise, in any one or more instance, shall be deemed a continuing waiver of any such term or condition, or a waiver of any other term or condition of this Agreement. Headings set forth in this Agreement are solely for the convenience of the parties and have no legal effect. If any provision of this Agreement shall be found to be invalid by any court having competent jurisdiction, the invalidity of such provision shall not affect the validity of the remaining provisions hereof. This Agreement shall be (i) binding upon, and will inure to the benefit of, the parties and their permitted respective successors and assigns, (ii) construed without presumption of any rule requiring construction to be made against the party causing it to be drafted and (iii) executed in any number of counterparts, each of which will for all purposes be deemed to be an original, and all of which are identical.",Miscellaneous,170.0,990.0
3601,"Upon the termination of the Employee’s employment for any reason, (i) the Company shall pay the Employee any unpaid base salary due for periods prior to the Termination Date; (ii) the Company shall pay the Employee all of the Employee’s accrued and unused paid time off through the Termination Date; and (iii) following submission of proper expense reports by the Employee, the Company shall reimburse the Employee for all expenses reasonably and necessarily incurred by the Employee in connection with the business of the Company prior to the Termination Date. These payments shall be made promptly upon termination and within the period of time mandated by applicable law.",Miscellaneous,108.0,674.0
3602,"(a) The reimbursement, indemnification and contribution agreements contained in this Agreement and the representations, warranties and covenants in this Agreement shall remain in full force and effect regardless of (i) any termination of this Agreement, (ii) any investigation made by or on behalf of the Underwriters or controlling person thereof, or by or on behalf of the Company or its directors or officers and (iii) delivery of and payment for the Shares under this Agreement.",Miscellaneous,75.0,482.0
3603,"This Agreement shall be binding upon Merchant as well as its successors, assigns, related companies and Affiliated Entity (as defined below) as well as any company or person (or group of persons working together) that purchases substantially all of the Merchant’s assets or a majority of its voting interests and/or control over the Merchant. This Agreement shall inure to the benefit of Purchaser, its successors and assigns. This Agreement constitutes the entire Agreement between the Parties, and no representations, agreements, or understandings of any kind, either written or oral, shall be binding upon the parties unless expressly contained herein. This Agreement is a complete and exhaustive statement of the terms of the parties’ agreement, which may not be explained or supplemented by evidence of consistent or inconsistent additional terms or contradicted by evidence of any prior or contemporaneous agreement. The Parties may change any of the terms of this Agreement or amend this Agreement but any such changes or amendments shall not be effective unless they are in writing, agreed to by both Parties, and signed by Merchant and/or Guarantor(s) as applicable. If any of the provisions of this Agreement are determined to be invalid, illegal or unenforceable in any respect, the remaining provisions shall not be affected in any manner. All Parties hereby acknowledge having the full power and authority to enter into and perform the obligations under this Agreement. Merchant and Guarantor(s) agree to execute such further and additional documents, instruments, and writings as may be necessary, proper, required, desirable, or convenient for the purpose of fully effectuating the terms and provisions of this Agreement. The information submitted by Merchant as part of its application for this transaction is hereby incorporated into and made a part of this Agreement. The signatures to this Agreement may be evidenced by facsimile copies or other electronic means reflecting the Party’s signature hereto, and any such copy or signature shall be sufficient as if it were an original signature. In lieu of a signature, Purchaser shall be deemed to have accepted the terms of this Agreement upon payment of the Purchase Price to Merchant. Paragraph 10 and paragraphs 12 through 18 shall survive any termination, satisfaction or cancellation of this Agreement.",Miscellaneous,369.0,2374.0
3604,"DBSI, an indirect, wholly owned subsidiary of Deutsche Bank AG, is not a bank and is separate from any affiliated bank, including any U.S. branch or agency of Deutsche Bank AG, New York Branch. Because DBSI is a separately incorporated entity, it is solely responsible for its own contractual obligations and commitments, including obligations with respect to sales and purchases of securities. Securities sold, offered or recommended by DBSI are not deposits, are not insured by the Federal Deposit Insurance Corporation, are not guaranteed by a branch or agency of Deutsche Bank AG, New York Branch, and are not otherwise an obligation or responsibility of a branch or agency of Deutsche Bank AG, New York Branch. A lending affiliate of DBSI may have lending relationships with issuers of securities underwritten or privately placed by DBSI. To the extent required under the securities laws, prospectuses and other disclosure documents for securities underwritten or privately placed by DBSI will disclose the existence of any such lending relationships and whether the proceeds of the issue will be used to repay debts owed to affiliates of DBSI. DBSI and one or more of its affiliates may make markets in the Common Stock or other securities of the Company, in connection with which they may buy and sell, as agent or principal, for long or short account, shares of the Common Stock or other securities of the Company, at the same time that DBSI is acting as agent pursuant to this Agreement; provided that DBSI acknowledges and agrees that any such transactions are not being, and shall not be deemed to have been, undertaken at the request or direction of, or for the account of, the Company, and that the Company has and shall have no control over any decision by DBSI and its affiliates to enter into any such transactions. Very truly yours, CATHAY GENERAL BANCORP By: /s/ Heng W. Chen Name: Heng W. Chen Title: Executive Vice President, Chief Financial Officer, and Treasurer date first above written: DEUTSCHE BANK SECURITIES INC. By: /s/ Jeff Mortara Name: Jeff Mortara Title: Managing Director By: /s/ Neil Abromavage Name: Neil Abromavage Title: Director , 2009 Deutsche Bank Securities Inc. 60 Wall Street New York, New York 10005 Dear Sirs: Cathay General Bancorp, a Delaware corporation (the “Company”), proposes, subject to the terms and conditions stated herein and in the Distribution Agreement, dated September 9, 2009 (the “Distribution Agreement”), between the Company and Deuts...",Miscellaneous,407.0,2503.0
3605,"No provisions of this Agreement may be modified, waived or discharged unless such waiver, modification or discharge is agreed to in writing signed by authorized officers of each party. No waiver by either party hereto of, or compliance with, any condition or provision of this Agreement to be performed by such other party shall be deemed a waiver of similar or dissimilar provisions or conditions at the same or at any prior or subsequent time. No agreements or representations, oral or otherwise, express or implied, with respect to the subject matter hereof have been made by either party which are not set forth expressly in this Agreement. The validity, interpretation, construction and performance of this Agreement shall be governed by the internal laws of the State of Nevada. Any controversy arising under or in relation to this Agreement shall be settled by binding arbitration in Las Vegas, Nevada in accordance with the laws of the State of Nevada and the rules of the American Arbitration Association.",Miscellaneous,166.0,1014.0
3606,"(i) The Trust may interpret the provisions of this Section 11.10 to resolve any inconsistency or ambiguity, remedy any formal defect or make any other change or modification that does not substantially adversely affect the rights of Beneficial Owners of APS.",Miscellaneous,41.0,258.0
3607,"A. Appendix A sets forth the names and the signatures of all Authorized Persons, as certified by the Secretary of the Fund. The Fund agrees to furnish to the Custodian a new Appendix A in form similar to the attached Appendix A, if any present Authorized Person ceases to be an Authorized Person or if any other or additional Authorized Persons are elected or appointed. Until such new Appendix A shall be received, the Custodian shall be fully protected in acting under the provisions of this Agreement upon Oral Instructions or signatures of the then current Authorized Persons as set forth in the last delivered Appendix A.",Miscellaneous,107.0,626.0
3608,"All references herein to the Borrower or to any Guarantor shall include their respective successors and assigns, including, without limitation, a receiver, trustee or debtor-in-possession of or for the Borrower or such Guarantor. All references to the singular shall be deemed to include the plural where the context so requires.",Miscellaneous,50.0,329.0
3609,"This Agreement (i) constitutes, together with the Confidentiality Agreement, the Company Disclosure Letter and the Parent and MergerCo Disclosure Schedule, the entire agreement and supersedes all of the prior agreements and understandings, both written and oral, among the parties, or any of them, with respect to the subject matter hereof, (ii) shall be binding upon and inure to the benefits of the parties hereto and their respective successors and assigns and is not intended to confer upon any other person (except as set forth below) any rights or remedies hereunder and (iii) may be executed in two or more counterparts which together shall constitute a single agreement. Section 7.6 is intended to be for the benefit of those persons described therein and the covenants contained therein may be enforced by such persons. The parties hereto agree that irreparable damage would occur in the event that any of the provisions of this Agreement were not performed in accordance with their specific terms or were otherwise breached. It is accordingly agreed that the parties shall be entitled to an injunction or injunctions to prevent breaches of this Agreement and to enforce specifically the terms and provisions hereof in the Massachusetts Courts (as hereinafter defined), this being in addition to any other remedy to which they are entitled at law or in equity.",Miscellaneous,220.0,1369.0
3610,"8.1 This Agreement should become effective upon execution by the Parties, and shall expire upon the date of full performance by the Parties of their respective obligations under this Agreement.",Miscellaneous,30.0,193.0
3611,"This EULA represents the entire agreement between You and Licensor or Siemens relating to the LICENSED SOFTWARE and (i) supersedes all prior or contemporaneous oral or written communications, proposals, and representations with respect to its subject matter; and (ii) prevails over any conflicting or additional terms of any acknowledgement or similar communication between the parties during the term of this License. If any provision of this EULA is held invalid, all other provisions shall remain valid unless such validity would frustrate the purpose of this EULA, and this EULA shall be enforced to the full extent allowable under applicable law. No modification to this EULA is binding, unless in writing and signed by a duly authorized representative of each party. This EULA shall be binding on and shall inure to the benefit of the heirs, successors, and assigns of the parties hereto. The failure of either party to enforce any right resulting from the breach of any provision of this EULA by the other party will not be deemed a waiver of any right related to a subsequent breach of such provision or any other right hereunder.",Miscellaneous,187.0,1138.0
3612,"(a) Any provision of this instrument may be amended, waived or modified only upon the written consent of the Company and the Investor.",Miscellaneous,23.0,134.0
3613,"The Collateral Agent shall not be deemed to have actual, constructive, direct or indirect notice or knowledge of the occurrence of any Event of Default unless and until the Collateral Agent shall have received a notice of Event of Default or a notice from the Grantor or the Secured Parties to the Collateral Agent in its capacity as Collateral Agent indicating that an Event of Default has occurred.",Miscellaneous,68.0,400.0
3614,"In addition to and neither in lieu nor in contravention of the services set forth above, Private Trust shall: (i) perform all the customary services of a transfer agent, registrar, dividend disbursing agent and agent of the dividend reinvestment and cash purchase plan as described herein consistent with those requirements set forth as at the date of this Agreement; (ii) require proper forms of instructions, signatures and signature guarantees and any necessary documents supporting the opening of shareholder accounts, transfers and redemptions and other shareholder account transactions, all in conformance with Private Trust's present procedures with such changes or deviations therefrom as may be from time to time required or approved by a Fund, or the Fund's counsel or Private Trust's counsel and the rejection of orders or instructions not in good order in accordance with the applicable Fund prospectus; (iii) provide to the person designated by the Funds daily Blue Sky reports generated by Private Trust; (iv) provide to the Funds escheatment reports as reasonably requested by the Funds with respect to the status of the Funds' accounts and outstanding checks; and (v) maintain a current, duplicate set of the Funds' essential records at a secure separate location in a form available and usable forthwith in the event of any breakdown or disaster disruption of Private Trust's main operation. The detailed definition, frequency, limitations and associated costs (if any) set out in the attached fee schedule, include but are not limited to: maintaining all Shareholder accounts, preparing Shareholder meeting lists, mailing proxies, tabulating proxies, mailing Shareholder reports to current Shareholders, withholding taxes on U.S. resident and non-resident alien accounts where applicable, preparing and filing U.S. Treasury Department Forms 1099 and other appropriate forms required with respect to dividends and distributions by federal authorities for all Shareholders.",Miscellaneous,297.0,1989.0
3615,"This Amendment shall be governed, construed, and interpreted in accordance with the laws of the State of North Carolina, without giving effect to conflicts of laws principles. The parties agree that this Amendment may only be modified in a signed writing executed by both parties. This Amendment shall be binding upon and shall inure to the benefit of the parties hereto and their respective heirs, successors and assigns. This Amendment may be executed in separate counterparts, each of which is deemed to be an original and all of which taken together constitute one agreement. Facsimile or PDF reproductions of original signatures will be deemed binding for the purpose of the execution of this Amendment.",Miscellaneous,114.0,708.0
3616,This Agreement shall also be subject to the following miscellaneous considerations:,Miscellaneous,11.0,83.0
3617,"(a) The provisions of this Agreement are severable and if any one or more provisions may be determined to be illegal or otherwise unenforceable, in whole or in part, the remaining provisions and any partially unenforceable provision to the extent enforceable in any jurisdiction nevertheless shall be binding and enforceable.",Miscellaneous,50.0,325.0
3618,(a) In this Agreement all references to “dollars” or “,Miscellaneous,10.0,54.0
3619,"5.1 Claims pursuant to the Guidelines should be made by the patient to the company, preferably via the investigator, seeking out details of the nature and background of the claim and, subject to the patient providing on request an authority for the company to review any medical records relevant to the claim, the company should consider the claim expeditiously.",Miscellaneous,59.0,362.0
3620,"This Agreement shall be governed by and construed in all respects in accordance with the laws of the State of Wisconsin. If any provisions of this Agreement are or shall come into conflict with the laws or regulations of any jurisdiction or any governmental entity having jurisdiction over the parties or this Agreement, those provisions shall be deemed automatically deleted, if such deletion is allowed by relevant law, and the remaining terms and conditions of this Agreement shall remain in full force and effect. If such a deletion is not so allowed or if such a deletion leaves terms thereby made clearly illogical or inappropriate in effect, the parties agree to substitute new terms as similar in effect to the present terms of this Agreement as may be allowed under the applicable laws and regulations. The parties hereto are independent contractors and not joint venturers or partners.",Miscellaneous,147.0,895.0
3621,"This Amendment and the Acknowledgment and Agreement of Guarantor may be executed in any number of counterparts, each of which when so executed and delivered shall be deemed an original and all of which counterparts, taken together, shall constitute one and the same instrument. Transmission by facsimile or “pdf” file of an executed counterpart of this Amendment shall be deemed to constitute due and sufficient delivery of such counterpart. Any party hereto may request an original counterpart of any party delivering such electronic counterpart. This Amendment and the rights and obligations of the parties hereto shall be construed in accordance with, and governed by, the laws of the State of California. In the event of any conflict between this Amendment and the Credit Agreements, the terms of this Amendment shall govern. The Export-Import Bank of the United States shall be an express intended beneficiary of this Amendment.",Miscellaneous,147.0,933.0
3622,"(a) This Agreement shall be governed by, and construed in accordance with, the laws of the State of Connecticut, without reference to principles of conflict of laws. The captions of this Agreement are not part of the provisions hereof and shall have no force or effect. This Agreement may not be amended or modified except by a written agreement executed by the parties hereto or their respective successors and legal representatives. Subject to the provisions of Section 10 of this Agreement, the courts of record of the State of Connecticut or the Courts of the United States located in the State of Connecticut shall have exclusive jurisdiction over any suit, action or other proceeding arising out of this Agreement and, in the event that it is brought, any such suit, action or other proceeding arising out of this Agreement shall be filed in the Hartford Superior Court of the State of Connecticut or the United States District Court in Hartford, Connecticut. The parties hereto hereby irrevocably consent to the jurisdiction of each such court in any such suit, action or proceeding.",Miscellaneous,181.0,1090.0
3623,"9.1 This Agreement shall be construed and enforced in accordance with the laws of the State of New York without reference to principles of conflict of laws. Any legal suit, action or proceeding by or against any party hereto arising out of or relating to this Agreement and/or the Separation Agreement and Release shall be instituted in a federal or state court in the State of New York, and each party hereto waives any objection which it may now or hereafter have to the laying of venue of any such suit, action or proceeding and each party hereto irrevocably submits to the jurisdiction of any such court in any suit, action or proceeding.",Miscellaneous,113.0,642.0
3624,"(a) This Agreement is governed by, and construed in accordance with, the laws of the State of Florida, without regard to the conflict of laws provisions of such State.",Miscellaneous,29.0,167.0
3625,"It is not necessary for Beneficiaries to inquire into the capacity or powers of Guarantor or any Co-Obligor or the officers, directors or any agents acting or purporting to act on behalf of any of them. The rights, powers and remedies given to Beneficiaries by this Guaranty are cumulative and shall be in addition to and independent of all rights, powers and remedies given to Beneficiaries by virtue of any statute or rule of law or in any of the Credit Documents or any agreement between Guarantor and one or more Beneficiaries or between the Co-Obligors and one or more Beneficiaries. Any forbearance or failure to exercise, and any delay by any Beneficiary in exercising, any right, power or remedy hereunder shall not impair any such right, power or remedy or be construed to be a waiver thereof, nor shall it preclude the further exercise of any such right, power or remedy. In case any provision in or obligation under this Guaranty shall be invalid, illegal or unenforceable in any jurisdiction, the validity, legality and enforceability of the remaining provisions or obligations, or of such provision or obligation in any other jurisdiction, shall not in any way be affected or impaired thereby. This Guaranty shall inure to the benefit of Beneficiaries and their respective successors and assigns. ALL JUDICIAL PROCEEDINGS BROUGHT AGAINST GUARANTOR ARISING OUT OF OR RELATING TO THIS GUARANTY MAY BE BROUGHT IN ANY STATE OR FEDERAL COURT OF COMPETENT JURISDICTION IN THE STATE OF NEW YORK, AND BY EXECUTION AND DELIVERY OF THIS GUARANTY GUARANTOR ACCEPTS FOR ITSELF AND IN CONNECTION WITH ITS PROPERTIES, GENERALLY AND UNCONDITIONALLY, THE NONEXCLUSIVE JURISDICTION OF THE AFORESAID COURTS AND WAIVES ANY DEFENSE OF FORUM NON CONVENIENS AND IRREVOCABLY AGREES TO BE BOUND BY ANY JUDGMENT RENDERED THEREBY IN CONNECTION WITH THIS GUARANTY. Guarantor agrees that service of all process in any such proceeding in any such court may be made by registered or certified mail, return receipt requested, to Guarantor at its address set forth below its signature hereto, such service being acknowledged by Guarantor to be sufficient for personal jurisdiction in any action against Guarantor in any such court and to be otherwise effective and binding service in every respect. Nothing herein shall affect the right to serve process in any other manner permitted by law or shall limit the right of Guarantied Party or any Beneficiary to bring proceedings against Guarantor in the courts of any othe...",Miscellaneous,408.0,2503.0
3626,"This Warrant and any term hereof may be changed, waived, discharged or terminated only by an instrument in writing signed by the party against which enforcement of such change, waiver, discharge or termination is sought. This Warrant shall be construed and enforced in accordance with and governed by the internal laws of the State of New York. The headings in this Warrant are for purposes of reference only, and shall not limit or otherwise affect any of the terms hereof. The invalidity or unenforceability of any provision hereof shall in no way affect the validity or enforceability of any other provision. DATED as of August 24, 1999. LAKOTA TECHNOLOGIES, INC. /s/Ken Honeyman [Corporate Seal] Attest: By:/s/Howard Wilson Secretary EXHIBIT A FORM OF NOTICE OF EXERCISE - WARRANT (To be executed only upon exercise of the Warrant in whole or in part) To: LAKOTA TECHNOLOGIES, INC. The undersigned registered Holder of the accompanying Warrant hereby exercises such Warrant or portion thereof for, and purchases thereunder, 1 shares of Common Stock (as defined in such Warrant) and herewith makes payment therefor in the amount and manner set forth below, as of the date written below. The undersigned requests that the certificates for such shares of Common Stock be issued in the name of, and delivered to, whose address is . The Exercise Price is paid by check or wire transfer to the account of the Company in the amount of $ . Upon exercise pursuant to this Notice of Exercise, the Holder will be in compliance with the Limitation on Exercise (as defined in the Securities Purchase Agreement pursuant to which this Warrant was issued). Dated: (Name must conform to name of Holder as specified on the face of the Warrant) By: Name: Title: Address of Holder: Date of exercise: 1 Insert the number of shares of Common Stock as to which the accompanying Warrant is being exercised. In the case of a partial exercise, a new Warrant or Warrants will be issued and delivered, representing the unexercised portion of the accompanying Warrant, to the holder surrendering the same.",Miscellaneous,347.0,2080.0
3627,"Notwithstanding any contrary provision of this Agreement or the Pooling and Servicing Agreement, the Purchaser shall not consent to any amendment of the Pooling and Servicing Agreement which will increase the obligations of, or otherwise materially adversely affect the Seller without the consent of the Seller.",Miscellaneous,46.0,311.0
3628,"It is understood and agreed, further, that the Escrow Agent shall:",Miscellaneous,11.0,66.0
3629,(a) The captions of this Agreement are not part of the provisions hereof and shall have no force or effect. This Agreement may not be amended or modified otherwise than by a written agreement executed by the parties hereto or their respective successors and legal representatives.,Miscellaneous,46.0,280.0
3630,"This Agreement shall be construed and enforced in accordance with the internal, substantive laws of The Commonwealth of Massachusetts and shall be binding upon and inure to the benefit of any successor or assign of the Company and any executor, administrator, trustee, guardian, or other legal representative of the Optionee.",Miscellaneous,50.0,325.0
3631,"(a) Any notice or other instrument authorized or required by this Agreement to be given in writing to the Trust, Stephens or BAAI shall be sufficiently given if addressed to that party and received by it at its office set forth below or at such other place as it may from time to time designate in writing. To the Trust: Nations Funds Trust 111 Center Street, Suite 3000 Little Rock, Arkansas 72201 Attention: Secretary To Stephens: Stephens Inc. 111 Center Street, Suite 3000 Little Rock, Arkansas 72201 Attention: Richard H. Blank, Jr. To BAAI: Banc of America Advisors, Inc. One Bank of America Plaza 33rd Floor Charlotte, NC 28255 Attention: Edward D. Bedard",Miscellaneous,113.0,662.0
3632,"8.1 The services of the Distributor rendered to the Funds are not deemed to be exclusive. The Distributor may render such services and any other services to others, including other investment companies. The Trust recognizes that from time to time members, officers, and employees of the Distributor may serve as directors, trustees, officers and employees of other entities (including other investment companies), that such other entities may include the name of the Distributor as part of their name and that the Distributor or its affiliates may enter into distribution, administration, fund accounting, transfer agent or other agreements with such other entities.",Miscellaneous,101.0,666.0
3633,"THE RIGHTS AND DUTIES OF THE PARTIES TO THIS UNDERWRITING AGREEMENT SHALL, PURSUANT TO NEW YORK GENERAL OBLIGATIONS LAW SECTION 5-1401, BE GOVERNED BY THE LAW OF THE STATE OF NEW YORK WITHOUT REGARD TO ANY CHOICE OF LAW PRINCIPLES THAT MIGHT CALL FOR THE APPLICATION OF THE LAW OF ANY OTHER JURISDICTION. This Underwriting Agreement shall become effective when a fully executed copy thereof is delivered to the Representatives by the Company. This Underwriting Agreement may be executed in any number of separate counterparts, each of which, when so executed and delivered, shall be deemed to be an original and all of which, taken together, shall constitute but one and the same agreement. This Underwriting Agreement shall inure to the benefit of each of the Company, the Underwriters and, with respect to the provisions of Section 9 hereof, each director, officer and other persons referred to in Section 9 hereof, and their respective successors. Should any part of this Underwriting Agreement for any reason be declared invalid, such declaration shall not affect the validity of any remaining portion, which remaining portion shall remain in full force and effect as if this Underwriting Agreement had been executed with the invalid portion thereof eliminated. Nothing herein is intended or shall be construed to give to any other person, firm or corporation any legal or equitable right, remedy or claim under or in respect of any provision in this Underwriting Agreement. The term ""successor"" as used in this Underwriting Agreement shall not include any purchaser, as such purchaser, of any Bonds from the Underwriters.",Miscellaneous,262.0,1626.0
3634,"The Pledgor agrees with the Pledgee that each of the obligations and liabilities of the Pledgor to the Pledgee under this Agreement may be enforced against the Pledgor without the necessity of joining any other Person (as defined in the Loan Agreement) as a party. This Agreement shall create a continuing security interest in the Pledged Collateral and shall be binding upon the heirs and legal beneficiaries, and permitted successors and assigns, of the Pledgor, as applicable, and shall inure to the benefit of and be enforceable by the Pledgee and its successors and assigns. Unless otherwise defined herein, terms defined in the Code are used herein as therein defined. The headings and titles in this Agreement are for convenience of reference only and shall not limit or define the meaning hereof. This Agreement may be executed in any number of counterparts, each of which shall be an original, but all of which shall constitute one instrument. If any provision of this Agreement shall prove to be invalid or unenforceable, such provision shall be deemed to be severable from the other provisions of this Agreement which shall remain binding on all parties hereto. The Pledgor shall have no rights of subrogation as to any of the Pledged Collateral until full and complete performance and payment of the Obligations (other than contingent indemnification obligations). A signature hereto distributed by facsimile or electronic mail shall be deemed to be as legally binding as a signed original.",Miscellaneous,244.0,1502.0
3635,"(a) A person or entity is deemed to be a holder of Registrable Securities whenever such person or entity owns of record or beneficially through a “street name” holder such Registrable Securities. If the Company receives conflicting instructions, notices or elections from two or more persons or entities with respect to the same Registrable Securities, the Company shall act upon the basis of instructions, notice or election received from the registered owner of such Registrable Securities.",Miscellaneous,76.0,492.0
3636,"This Amendment, together with the Original Note as amended hereby, contains the entire agreement and understanding among the parties hereto with respect to the subject matter hereof and thereof and supersedes all prior and contemporaneous agreements, understandings, inducements, and conditions, express or implied, oral or written, of any nature whatsoever with respect to the subject matter hereof and thereof. The express terms hereof control and supersede any course of performance and/or usage of the trade inconsistent with any of the terms hereof. No provision of this Amendment may be amended or modified, except by a written instrument executed by the party against whom such amendment or modification is sought to be enforced. This Amendment and all questions relating to its validity, interpretation, performance, and enforcement shall be governed by and construed in accordance with the laws of the State of Illinois, notwithstanding any Illinois or other conflict-of-law provisions to the contrary. This Amendment may be executed in counterparts, each of which shall be deemed to be an original as against any party whose signature appears thereon, and all of which shall together constitute one and the same instrument. This Amendment shall become binding when one or more counterparts hereof, individually or taken together, shall bear the signatures of all of the parties reflected hereon as the signatories. Any photographic or xerographic copy of this Amendment, with all signatures reproduced on one or more sets of signature pages, shall be considered for all purposes as if it were an executed counterpart of this Amendment. Signatures may be given by facsimile or other electronic transmission, and such signatures shall be fully binding on the party sending the same.",Miscellaneous,276.0,1790.0
3637,(a) Section 2(c)(ii) of the Agreement will not apply to the Transactions evidenced by this Confirmation.,Miscellaneous,16.0,104.0
3638,"14.1. The CONTRACTOR, in representing the CITY, shall promote the best interest of the CITY and assume towards the CITY a duty of the highest trust, confidence, and fair dealing.",Miscellaneous,30.0,178.0
3639,(a) This Agreement constitutes the entire agreement between the parties hereto and supersedes any prior agreement with respect to the subject matter hereof whether oral or written.,Miscellaneous,27.0,180.0
3640,8.01. No party may assign this Agreement or any right or obligation of it hereunder without the prior written consent of the other parties to this Agreement. No permitted assignment shall relieve a party of its obligations under this Agreement without the separate written consent of the other parties.,Miscellaneous,49.0,302.0
3641,"This Agreement shall be binding upon the parties hereto and their respective successors and assigns and shall inure to the benefit of and be enforceable by each of the parties hereto and its successors and assigns. THIS AGREEMENT SHALL BE CONSTRUED AND ENFORCED IN ACCORDANCE WITH AND GOVERNED BY THE LAW OF THE STATE OF NEW YORK. The headings in this Agreement are for purposes of reference only and shall not limit or define the meaning hereof. This Agreement may be executed in any number of counterparts, each of which shall be an original, but all of which shall constitute one instrument. In the event that any provision of this Agreement shall prove to be invalid or unenforceable, such provision shall be deemed to be severable from the other provisions of this Agreement which shall remain binding on all parties hereto.",Miscellaneous,141.0,829.0
3642,"This Amendment (a) supersedes all prior oral or written communications and agreement between or among the parties with respect to the subject matter hereof, and (b) may be executed in counterparts, each of which shall be deemed an original and all of which, when taken together, shall constitute a single instrument and may be delivered by facsimile transmission, and any such facsimile transmitted Amendment shall have the same force and effect, and be as binding, as if original signatures had been delivered. As modified hereby, all the terms of the Contract are hereby ratified and confirmed and shall continue in full force and effect.",Miscellaneous,104.0,640.0
3643,"4.1 (a) The Company shall require any successor (whether direct or indirect, by purchase, merger, consolidation or otherwise) to all or substantially all of the business or assets of the Company expressly to assume and agree to perform under the terms of this Agreement in the same manner and to the same extent that the Company and its affiliates would be required to perform it if no such succession had taken place (provided that such a requirement to perform which arises by operation of law shall be deemed to satisfy the requirements for such an express assumption and agreement), and in such event the Company (as constituted prior to such succession) shall have no further obligation under or with respect to this Agreement. Failure of the Company to obtain such assumption and agreement with respect to the Executive prior to the effectiveness of any such succession shall be a breach of the terms of this Agreement with respect to the Executive and shall entitle the Executive to compensation from the Employer (as constituted prior to such succession) in the same amount and on the same terms as the Executive would be entitled to hereunder were the Executive’s employment terminated for Good Reason following a Change in Control, except that for purposes of implementing the foregoing, the date on which any such succession becomes effective shall be deemed the Date of Termination. As used in this Agreement, “",Miscellaneous,237.0,1423.0
