label,message,clean_email
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",fyi m take quick shower epsilon like   ltgt   min
ham,on a Tuesday night r u 4 real,tuesday night r u   real
ham,Yes when is the appt again?,yes appt
ham,Just got outta class gonna go gym.,get outta class go to gym
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent   ltgt mesage today s y sorry hurt
ham,ÌÏ all write or wat..,  write wat
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha not not read way u not like   judgementali save friday pub
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,valentine game    send dis msg ur friend     answer r d love u   que colour suit good
ham,Hi:)did you asked to waheeda fathima about leave?,hidid ask waheeda fathima leave
ham,Enjoy urself tmr...,enjoy urself tmr
ham,You still around? I could use a half-8th,use halfth
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u   secret admirer look   contact ufind rreveal think ur specialcall
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,d proof   ltgt   rs will not allow work come home day
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,  bot note oredi cos juz rem get
ham,Yes. Rent is very expensive so its the way we save.,yes rent expensive way save
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end day morning come special way smile like sunny ray leave worry blue blue bay gud mrng
ham,Hows the pain dear?y r u smiling?,s pain deary r u smile
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",fun fact think armand eventually build tolerance shit consider smoke get fuck like   hit
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information   orange user xxxxxxx today lucky dayfind log   s fantastic surprise await
ham,"Sorry, I can't help you on this.",sorry not help
ham,Great. So should i send you my account number.,great send account number
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous s u fone charge lst nitw wen u texd hopeu ad nice wkend m sure u lookin ward   cin u mrw luv jaz
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",date service ask   contact u shy   reveal pobox m uz p
ham,ÌÏ only send me the contents page...,  send content page
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep ve exorcism emily rise sleep hug snog
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",not think u get think use get good ni
ham,"I can't right this second, gotta hit people up first",not right second get to hit people
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",evry emotion dsnt hav wordsevry wish dsnt hav prayr u smile world wit uothrwise d drop tear dsnt lik   stay wit uso b happy good morning smile
ham,So what about you. What do you remember,remember
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer ship address sandiago parantella lane wtf poop
ham,Mm yes dear look how i am hugging you both. :-P,mm yes dear look hug p
ham,I like dis sweater fr mango but no more my size already so irritating.,like dis sweater fr mango size irritate
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,  not number   go to massive pain ass d involve s possible
ham,Anytime lor...,anytime lor
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,want new video handset   time network min unlimited text camcorder reply   del sat
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity friendship smile read forwarded messageit smile see gud evng
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balance   question complete landmark big bob b barry c ben   text b c   good luck
ham,Me fine..absolutly fine,fineabsolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V,k sure not consent form v
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription renew charge   choose   poly month wwwclubzedcouk billing msg
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",not prize customer tc wwwtcbiz   pmin polo ltd suite   london wj hl busy
ham,How much is torch in 9ja.,torch ja
ham,"Doing nothing, then u not having dinner w us?",u have dinner w
ham,How are you. Just checking up on you,check
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,internet connection v slow not send try later thing tomo
ham,Mathews or tait or edwards or anderson,mathew tait edward anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt get stuff sort m go sound promote hex way not know number joke
ham,No need lar i go engin? Cos my sis at arts today...,need lar engin cos sis art today
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey not hear leave bit long   crowd try later   great advice thank hope cardiff
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,want new nokia colour phone deliver tomorrow   free minute mobile    free text   free camcorder reply
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",  m   snowboard trip wonder planning befor goa meet greet kind affair cheer
ham,S.i'm watching it in live..,sim watch live
ham,"see you then, we're all christmassy here!",christmassy
ham,"K I'm ready,  &lt;#&gt; ?",k m ready   ltgt
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god create gap finger come amp fill gap hold hand love
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,great test courage earth bear defeat lose heartgn tc
ham,what are your new years plans?,new year plan
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt   order ringtone order process
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake   miss   crave need
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",get message ignore yes shop
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,dear   mood not drive brother drive
ham,When did dad get back.,dad
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola college medicine visit academic department tell academic secretary current situation ask transfer ask check sagamu thing lautech vital complete medical education nigeria expensive expensive get citizen rate new zealand
ham,Yes just finished watching days of our lives. I love it.,yes finish watch day life love
ham,Juz go google n search 4 qet...,juz google n search   qet
ham,Many times we lose our best ones bcoz we are ,time lose good one bcoz
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",good friend care close friend understand true friend stay forever word time gud ni
ham,Just getting back home,get home
ham,"Sorry, I'll call later  &lt;#&gt; mins",sorry ill later   ltgt min
ham,Dun need to use dial up juz open da browser n surf...,dun need use dial juz open da browser n surf
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,register subscriber u enter draw     gb gift voucher reply enter unsubscribe text stop
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",awesome plan time like   ltgt   ill text detail wee bit
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,care sleep wellyou need learn change lifeyou need convince thati wait conversation usget convince timeyour family sensesrespect overemphasiseor u role life
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",chance win free bluetooth headset simply reply adp
ham,You also didnt get na hi hi hi hi hi,not na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them,ya not display internal sub get to extract
ham,If i said anything wrong sorry de:-),say wrong sorry de
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man   week bday wife not wish parent forget n kid   go work colleague wish
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,stupid challenge godyou not think write instead respond immed
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",yeah able ill text m ready meet
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,v skint fancy bevieswaz gona meet othrs spoon jst bin watchng planet earthsofa v comfey not hav gd night
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",  say s quit leasttime day wudnt notice nah not mind go to want come taunton tonight u tell
ham,"When you get free, call me",free
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,little darling far week need coffee run tomocant believe time week
ham,Ok i msg u b4 i leave my house.,ok msg u b leave house
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...,west coast haiz ll forever come
ham,MMM ... Fuck .... Merry Christmas to me,mmm   fuck   merry christmas
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thank advice enjoy night m try sleep
ham,Update your face book status frequently :),update face book status frequently
ham,Just now saw your message.it k da:),see messageit k da
ham,Was it something u ate?,u eat
ham,So what did the bank say about the money?,bank money
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,aiyar dun disturb u liao thk u lot   aft ur cupboard come
ham,Hey they r not watching movie tonight so i'll prob b home early...,hey r watch movie tonight ill prob b home early
ham,Yar lor... How u noe? U used dat route too?,yar lor u noe u dat route
ham,2mro i am not coming to gym machan. Goodnight.,mro come gym machan goodnight
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,not think need yellow card uk travel ask go   ltgt buck
ham,Can u look 4 me in da lib i got stuff havent finish yet.,u look   da lib get stuff not finish
ham,Sounds great! Im going to sleep now. Have a good night!,sound great m go sleep good night
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,not b floppy b snappy   happy gay chat service photo upload   pmin   stop text
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand
ham,How come u got nothing to do?,come u get
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,easy not look reason risk life love
ham,i want to grasp your pretty booty :),want grasp pretty booty
ham,I've got it down to a tea. not sure which flavour,ve get tea sure flavour
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,m go   orchard laready reach soon u reach
ham,Dear i am not denying your words please,dear deny word
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,know old dom tell yesterday   roger get touch night want meet today   pm
ham,COME BACK TO TAMPA FFFFUUUUUUU,come tampa ffffuuuuuuu
ham,"2 celebrate my båÕday, y else?",  celebrate bday y
ham,Merry christmas to u too annie!,merry christmas u annie
ham,Please tell me you have some of that special stock you were talking about,tell special stock talk
ham,I sent them. Do you like?,send like
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur award complimentary trip eurodisinc trav acoentry   claim txt dis   morefrmmob shracomorsglsuplt ls aj
ham,"Awesome, be there in a minute",awesome minute
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",problem walk julianaland oblivious go thing constantly ear want not know m upsetit not listen tell go upset want surprised m mad
ham,I've told you everything will stop. Just dont let her get dehydrated.,ve tell stop not let dehydrate
ham,Or I guess  &lt;#&gt;  min,guess   ltgt   min
ham,I'm home. Ard wat time will u reach?,m home ard wat time u reach
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone d person
ham,"If you want to mapquest it or something look up \usf dogwood drive\""",want mapquest look usf dogwood drive
ham,Aight should I just plan to come up later tonight?,aight plan come later tonight
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,die accidentally delete e msg suppose   e sim archive haiz sad
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",welcome ukmobiledate msg free give free call   future mgs bill p daily cancel send stop
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,wish great day moji tell offer speechless offer easily great length behalf stunning exam friday touch sorry
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",thank reply today ur visa come r u buy gucci bag sister thing easy uncle john bill need think money later sha
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",sorry flake night shit seriously goin roommate tonight
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,say look pretty wif long hair wat thk s cut short   leh
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak min hold
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",cheer callin babesozi culdnt talkbut wannatell u detail later wenwecan chat properly x
ham,Hey u still at the gym?,hey u gym
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",say u mind bedroom minute    ok se sexy mood come   minut latr wid caken wife
ham,Much better now thanks lol,well thank lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",smse u n xy lor sorry lor da guy neva c u person sort know u lor u wan   meet xy ask   bring u   meeting
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",lemme know swing pick m free basically time   semester
ham,Wa... U so efficient... Gee... Thanx...,wa u efficient gee thanx
spam,3. You have received your mobile content. Enjoy,  receive mobile content enjoy
ham,S but not able to sleep.,s able sleep
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,want explicit sex   sec ring   cost pmin
ham,We will meet soon princess! Ttyl!,meet soon princess ttyl
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ill pick pm taunton want come
ham,Oh :-)only 4 outside players allowed to play know,oh   outside player allow play know
ham,I anything lor.,lor
ham,Erutupalam thandiyachu,erutupalam thandiyachu
ham,"Y cant u try new invention to fly..i'm not joking.,",y not u try new invention flyim joke
ham,No..its ful of song lyrics..,noit ful song lyric
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",u reckon need   arrange transport u not thank
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,true lov n care wil nevr unrecognized somone make mistake value definitly undrstnd start miss
ham,Shopping? Eh ger i toking abt syd leh...Haha,shop eh ger toke abt syd lehhaha
ham,What not under standing.,stand
ham,have * good weekend.,  good weekend
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,miss miss khelate kintu opponenter miss dhorte lage s d rule great phone receive quality win
ham,Call me when you get the chance plz &lt;3,chance plz lt
ham,The new deus ex game comin early next yr,new deus ex game comin early yr
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,computer fry essential not spare fucking idiot roommate looovvve leave thing run   ltgt
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",friend s study warwick ve plan shopping concert tmw cancel havnt see   age yeah
ham,Probably a couple hours tops,probably couple hour top
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",lol   grin   m babe thank thinking
ham,Man this bus is so so so slow. I think you're gonna get there before me,man bus slow think go to
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,hope text meet smile let text reason smile beautiful day
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",case wake wonder forgot care grandma today parade
ham,Ok,ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",late nokia mobile ipod mp player   proze guarantee reply win   norcorp ltdmtmsgrcvd
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sm service inclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
ham,Nvm take ur time.,nvm ur time
ham,So wat's da decision?,wat da decision
ham,Wot is u up 2 then bitch?,wot u   bitch
ham,Stupid.its not possible,stupidit possible
ham,She told to hr that he want posting in chennai:)because i'm working here:),tell hr want post chennaibecause m work
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,mobile club choose quality item mobile cfcaa
ham,When are you guys leaving?,guy leave
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,neva grumble sad lor hee buy tmr lor aft lunch meetin   lunch tmr neva hear fr lei   get lot work ar
ham,Not able to do anything.,able
ham,ÌÏ takin linear algebra today?,  takin linear algebra today
ham,This weekend is fine (an excuse not to do too much decorating),weekend fine excuse decorate
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",sorry miss babe late sleep hope enjoy drive lesson boytoy miss   teasing kiss
ham,Now project pa. After that only i can come.,project pa come
spam,Money i have won wining number 946 wot do i do next,money win win number   wot
ham,"Sure, whenever you show the fuck up &gt;:(",sure fuck gt
ham,That was random saw my old roomate on campus. He graduated,random see old roomate campus graduate
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat   mobile g videophone r   videochat wid ur mate play java games dload polyh music noline rentl bx ip pm
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",man need beautiful intelligent caring love adjustable cooperative wife law allow wife
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,suck get plan yo valentine yo valentine not
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",get nottingham    hrs mile good thing love man mph hey ho
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,think say clearly ok leave need ask come
ham,Hi good mornin.. Thanku wish u d same..,hi good mornin thanku wish u d
ham,DO U WANT 2 MEET UP 2MORRO,u want   meet morro
ham,Actually I decided I was too hungry so I haven't left yet :V,actually decide hungry not leave v
ham,I've sent Ì_ my part..,ve send  
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,cos shopping wif darren jus n call   ask wat present wan lor start guess wif n finally guess darren lor
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",want cock hubby away need real man   satisfy txt wife   string action txt stop   end txt rec ea otbox   la ws
ham,Understand. his loss is my gain :) so do you work? School?,understand loss gain   work school
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,u miss u not   bit bored holiday want   bak   college sad not itxx
ham,"Hiya, probably coming home * weekend after next",hiya probably come home   weekend
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,not forget love   walk watch keep heart warm
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,wish thing different wonder able value pls continue brisk walk drug askin find thing laugh love dearly
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok day make dinner tonite invite
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr new service   live sex video chat mob   sexy dirty girl live ur phone    detail text horny   cancel send stop
ham,I have no money 4 steve mate! !,money   steve mate
ham,IM LATE TELLMISS IM ON MY WAY,m late tellmiss m way
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,blame day ur life good day u happiness bad day u experience essential life god blessing good morning
ham,Normally i use to drink more water daily:),normally use drink water daily
ham,Dare i ask... Any luck with sorting out the car?,dare ask luck sort car
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",party place usf charge contribute way greatly appreciated yeah get room
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smell chip fat thank especially duvet predictive text word
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,hiya night ve naughty buy clothe little   ready shopping tho kind time wanna meet
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi baby wow get new cam moby wanna c hot pic fancy chatim win utxt   rply chat   hlp   msgp rcv
ham,I've been trying to reach him without success,ve try reach success
ham,when you and derek done with class?,derek class
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,y lei v lazy get wat dat day   send da url not work
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,try weight tear come ur heart fall ur eye remember stupid friend share bslvyl
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,hey mate speak mag people   deliver end month deliver th sept talk later
ham,Hope you are having a good week. Just checking in,hope have good week check
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",haha friend tyler literally ask dubsack
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",hey u fancy meetin   cha   hav lil beverage txt ring meet lr tired get   vpist   love pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,great safe trip not panic surrender
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",symptom u love u like listen song u stop u beloved u will not angry
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor  
ham,Try to do something dear. You read something for exams,try dear read exam
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",  wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
ham,Gettin rdy to ship comp,gettin rdy ship comp
ham,I am in hospital da. . I will return home in evening,hospital da   return home evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talk realise u point itnow read backwards
ham,Think + da. You wil do.,think   da wil
ham,I'm awake oh. What's up.,m awake oh s
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,good afternoon boytoy go walk day   police abstract wake miss babe
ham,How much u trying to get?,u try
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",come   ltdecimalgt pm vikkyim otside nw il come tht time
ham,Tell me again what your address is,tell address
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee say m d sweetest d world god laugh amp say waitu havnt meet d person read msg moral god crack joke gmgngegn
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,buy blackberry bold   torch buy new let know plus say buy   ltgt g wifi ipad say   ltgt g
ham,But you were together so you should be thinkin about him,thinkin
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya s go sunny africa hope u r avin good time big old silver big kiss
ham,At WHAT TIME should i come tomorrow,time come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wanna laugh try chitchat mobile logon txte word chat send   cm po box   london wa zf   pmsg rcvd
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,cha quiteamuze thatscool babe
ham,Omg how did u know what I ate?,omg u know eat
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",urgent nd attempt contact uu win   b tcsbcmwcnxxcallcostppmmobilesvary max
ham,:( but your not here...., 
ham,Not directly behind... Abt 4 rows behind Ì_...,directly abt   row
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulation ur award   cd voucher gift guarantee   free entry    wkly draw txt music
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",contract mobile   mnth late motorola nokia etc free double min   text orange tariff text yes callback remove record
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent   landline complimentary   ibiza holiday   cash await collection sae tcs po box   sk wp   ppm
ham,No plans yet. What are you doing ?,plan
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,hi engagement fixd   ltgt th month know shocking bthmm njan vilikkamt ws al sudn
